,Ecole,  Durée d'habilitation CTI ,  Moyenne au bac des intégrés ,  Nombre d'élèves par enseignant ,  Part d'enseignants-chercheurs ,  Pourcentage de diplômés poursuivant en thèse ,  Nombre de doctorants (y compris cotutelles) ,  Nombre d'enseignants HDR ,  Part d'élèves en alternance ,  Nombre total d'alternants ,  Durée des stages en entreprise* ,  Politique de chaires industrielles ,  Forums entreprises (+ de 250 salariés) ,  Forums entreprises (réseau PME) ,  Nombre d'anciens sur LinkedIn ,  Pourcentage d'étudiants étrangers ,  Niveau d'anglais exigé ,  Deuxième langue étrangère ,  Durée minimale à l'étranger (hors apprentissage) ,  Durée minimale à l'étranger pour les apprentis ,  Diplômés ayant passé plus d'un semestre à l'étranger en échange académique ,  Diplômés ayant passé plus d'un semestre à l'étranger en stage ,  Élèves par accord de double diplôme international ,  Pourcentage de double diplômés internationaux ,  Réputation internationale ,  Salaire à la sortie ,  Diplômés en poste à l'étranger ,"  Industrie automobile, aéronautique, navale et ferroviaire ","  BTP, construction ",  Énergie ,"  Institutions financières, banque, assurance ",  Industrie des technologies de l'information ,  Technologie de l'information (services) ,  Industrie chimique ou pharmaceutique ,  Industrie agroalimentaire ,"  Agriculture, sylviculture, pêche ",  Transports ,"  Fonction publique, enseignement, recherche ","  Sociétés de conseil, bureaux d’études ",  Autres secteurs industriels ,  Autres secteurs non industriels ,  Cycle prépa intégrée - Nombre d'intégrés à bac ,  Cycle ingénieur - Nombre d'intégrés issus de prépa intégrée ou d'une prépa commune sans distinction géographique ,  Cycle ingénieur - Nombre d'intégrés issus de CPGE ,  Cycle ingénieur - Nombre d'intégrés issus d'admissions parallèles ,  Part d'intégrés via les admissions parallèles ,  Nombre d'intégrés issus de BTS et ATS ,  Moyenne au bac des intégrés issus de BTS et ATS ,  Nombre d'intégrés issus de DUT ,  Moyenne au bac des intégrés issus de DUT ,  Nombre d'intégrés issus de l'université ,  Moyenne au bac des intégrés issus de l'université ,  Proportion de bacheliers S ,  Proportion de bacheliers STI2D ,  Proportion autres bacheliers ,  Nombre de bacheliers ES ,  Nombre de bacheliers L ,  Nombre de bacheliers STL ,  Nombre de bacheliers STAV ,  Nombre d'intégrés issus d'autres bacs ,  Ouverture à de nouveaux publics ,  Frais de scolarité par an ,  Boursiers nationaux ,  Présence sur Parcoursup ,  Part d'étudiantes ,  Villes d'implantation de l'école ,  Élèves rémunérés pendant leurs études ,  Statut de l'école ,  Ministère de tutelle ,  Spécialités proposées ,  Taille des promos en cycle ingénieur ,  Budget BDE et associations par élève ,  Nombre de disciplines sportives 
0,  ENSIC - INP Lorraine ,Maximale,"15,5","7,6","92,10%","5,07%",82,51,"14,50%",48,37 semaines,Non concerné,48,13,2793,"30,69%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,"4,5 mois",,"12,75%","1,34%",2,"6,71%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,36500-40000 €,"9,62%","2,15%","0,00%","8,61%","0,00%","0,00%","0,00%","58,06%","1,08%","0,00%","0,00%","1,08%","13,98%","14,00%","1,08%",Pas de prépa intégrée,84,65,70,"32,00%",2,12,45,14,4,15,99%,"0,00%",1%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Forte,601,"41,10%",Non,"53,24%",Nancy ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules",160,42,70
0,  ENSEM - INP Lorraine ,Maximale,"15,42","10,5","89,30%","1,71%",48,25,"9,70%",48,30 semaines,Correcte,45,9,5076,"15,48%","TOEIC: 785; IELTS: 5,5 ; TOEFL: 72",Obligatoire et conditionnant l'obtention du diplôme,2 mois,"2,5 mois","0,00%","5,38%","2,2","8,46%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,32500-36500 €,"6,52%","15,29%","7,06%","8,24%","0,00%","2,36%","4,71%","0,00%","1,18%","0,00%","1,18%","0,00%","42,35%","15,30%","2,36%",Pas de prépa intégrée,12,152,35,"18,00%",8,"14,7",9,"13,2",6,"17,3",96%,"3,00%",1%,Pas de bac ES,Pas de bac L,2,Pas de bac STAV,Pas d'autres bacs,Forte,601,"37,70%",Non,"23,64%",Vandoeuvre-lès-Nancy ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie informatique ; ingénierie électrique et de l'électronique ; ingénierie des systèmes ; génie mécanique,196,17,8
0,  Polytech Nancy ,Maximale,"15,35","9,52","77,60%","2,88%",34,21,"11,90%",59,32 semaines,Non concerné,63,28,4179,"30,52%",TOEIC : 785,Optionnel,"4,5 mois",2 mois,"40,94%","1,57%",12,"2,36%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ ),32500-36500 €,"15,73%","10,75%","10,75%","16,13%","0,00%","8,60%","7,53%","6,45%","1,08%","0,00%","0,00%","1,08%","11,83%","17,22%","8,61%",129,94,41,155,"53,00%",8,"12,5",23,"12,7",6,"13,8",95%,"5,00%",1%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Forte,601,"36,50%",Oui,"20,95%",Vandoeuvre-lès-Nancy ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie informatique ; généraliste, génie physique et sciences de l'ingénieur ; génie logiciel ; ingénierie électrique et de l'électronique ; ingénieur manager ; ingénierie des systèmes",213,31,17
0,  ENSCMu - Chimie Mulhouse ,Maximale,"16,59","6,48","92,50%","11,54%",80,19,"0,00%",0,28 semaines,Non concerné,121,41,2043,"4,48%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,,"3,13%","20,31%",1,"3,13%",Webometrics : 46 (Univ ),29000-32500 €,"23,53%","0,00%","0,00%","0,00%","7,14%","0,00%","0,00%","57,15%","0,00%","0,00%","0,00%","0,00%","14,29%","14,29%","7,14%",17,32,35,57,"46,00%",3,"14,3",13,"15,5",8,"16,1",100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,610,"37,20%",Oui,"66,21%",Mulhouse ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules",86,111,24
0,  ENSAT - INP Toulouse ,Maximale,"16,49","6,88","84,90%","5,88%",113,30,"17,20%",83,44 semaines,Bonne,40,76,5144,"3,98%",TOEFL : 550,Obligatoire et conditionnant l'obtention du diplôme,3 mois,"1,5 mois","0,00%","1,21%",1,"3,55%",THE : 401-500 (Univ )|Webometrics : 84 (Univ )|Classement Shanghai Thématique,29000-32500 €,"3,23%","1,22%","0,00%","1,22%","3,66%","0,00%","3,66%","4,88%","15,85%","40,24%","0,00%","7,32%","6,10%","7,32%","8,54%",Pas de prépa intégrée,24,96,85,"41,00%",10,"14,4",26,"15,1",17,"15,8",96%,"3,00%",2%,Pas de bac ES,Pas de bac L,Pas de bac STL,2,1,Excellente,601,"34,70%",Non,"68,73%",Auzeville-Tolosane,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie de l'environnement,167,3,35
0,  Polytech Nantes ,Maximale,"14,93","9,23","77,00%","4,56%",116,36,"14,60%",155,32 semaines,Correcte,78,16,9037,"14,75%",TOEIC : 785,Optionnel,3 mois,2 mois,"0,26%","7,22%",9,"1,09%",Shanghai : 601-700 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 11 (Univ )|Classement Shanghai Thématique,32500-36500 €,"8,75%","5,56%","11,57%","7,41%","1,85%","1,86%","19,91%","1,39%","1,85%","0,46%","0,00%","0,93%","32,87%","6,94%","7,40%",129,120,60,352,"66,00%",25,13,142,"13,5",41,"14,5",83%,"15,00%",2%,1,Pas de bac L,3,Pas de bac STAV,5,Forte,601,"40,30%",Oui,"20,03%","Nantes, Saint-Nazaire, La Roche-sur-Yon",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie and ingénierie des biomolécules ; génie civil ; ingénierie électrique et de l'électronique ; généraliste, génie physique et sciences de l'ingénieur ; matériaux, métallurgie, ingénierie des polymères ; génie logiciel ; ingénierie architecturale ; bioingénierie, alimentation et ingénierie biomédicale ; génie de la céramique ; ingénierie électromécanique ; ingénierie des systèmes d'information ; ingénierie des télécommunications ; ingénierie thermique et énergétique",428,9,22
0,  Sigma Clermont ,Maximale,"15,19","10,56","68,30%","10,76%",71,33,"8,10%",64,41 semaines,Moyenne,88,54,2240,"8,37%",TOEIC : 800 ; BULATS : 60,Obligatoire pour les élèves ingénieurs et validé par une certification externe,4 mois,2 mois,"0,00%","0,00%",4,"8,26%",Shanghai : 501-600 (Univ )||THE : 601-800 (Univ )|Webometrics : 132 (Nom propre ),29000-32500 €,"10,71%","28,81%","1,69%","6,78%","0,00%","11,02%","0,00%","17,79%","3,39%","0,85%","2,54%","0,85%","0,00%","23,72%","2,54%",Pas de prépa intégrée,28,161,78,"29,00%",21,"13,8",24,"14,9",4,14,89%,"10,00%",2%,Pas de bac ES,Pas de bac L,2,Pas de bac STAV,2,Forte,601,"39,70%",Oui,"36,26%",Aubière ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et biologie moléculaire ; génie mécanique ; génie industriel",289,37,10
0,  CESI École d'ingénieurs ,Maximale,"15,53","12,73","33,50%","0,60%",23,43,"81,00%",3520,102 semaines,Correcte,89,125,30661,"11,56%",TOEIC : 800,Optionnel,6 mois,3 mois,"2,38%","14,39%","5,5","3,19%",Webometrics : 171 (Nom propre ),36500-40000 €,"3,79%","10,50%","27,36%","2,35%","0,94%","14,39%","10,73%","9,43%","0,00%","0,00%","1,77%","1,06%","4,25%","9,43%","7,78%",864,378,53,1854,"81,00%",728,NC,630,NC,280,NC,72%,"26,00%",2%,25,Pas de bac L,25,Pas de bac STAV,163,Excellente,7500,"27,70%",Oui,"12,57%","Nanterre, Aix-en-Provence, Angoulême, Arras, Bordeaux, Brest, Caen, Dijon, Grenoble, La Rochelle, Le Mans, Lille, Lyon, Montpellier, Nancy, Nantes, Nice, Orléans, Pau, Reims, Rouen, Saint-Nazaire, Strasbourg, Toulouse",0,Privé,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Génie civil ; ingénierie électrique et de l'électronique ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie des systèmes d'information",1659,10,5
0,  CPE - Lyon ,Maximale,"14,77","13,33","76,10%","14,35%",182,45,"25,90%",296,43 semaines,Corecte,55,12,9385,"4,91%","CAE, FCE : 160",Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,4 mois,4 mois,"7,01%","59,15%","2,5","0,39%",Non présent dans les classements internationnaux,32500-36500 €,"16,02%","3,18%","0,00%","3,18%","0,64%","1,91%","31,85%","17,83%","0,64%","0,64%","0,64%","1,91%","21,66%","9,56%","6,37%",211,185,81,170,"38,99%",46,"12,5",85,"14,1",16,"14,3",95%,"4,00%",1%,2,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Forte,6900,"14,70%",Oui,"33,48%",Villeurbanne,0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)","Chimie, biochimie et ingénierie des biomolécules ; inégenierie informatique, génie de l'environnement/ingénierie des matériaux, de la métallurgie et des polymères ; ingénierie des systèmes ; ingénierie des télécommunications ; ingénierie électrique et de l'électronique ; génie minier",409,46,16
0,  Polytech Sorbonne ,Maximale,"15,77","6,16","88,70%","4,37%",152,82,"39,50%",281,36 semaines,Non concerné,38,23,1898,"16,68%",TOEIC : 785,Optionnel,2 mois,1 mois,"0,00%","7,47%",17,"1,84%",Shanghai : 39 (Univ )|QS : 83 (Univ )|THE : 87 (Univ )|Webometrics : 4 (Univ )|Classement Shanghai Thématique,36500-40000 €,"2,46%","15,67%","7,46%","2,99%","3,74%","5,23%","16,42%","0,00%","7,46%","0,00%","1,49%","2,99%","16,42%","8,21%","11,95%",168,122,45,240,"59,00%",3,"14,7",41,"13,2",39,"14,6",96%,"4,00%",0%,Pas de bac ES,1,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"44,90%",Oui,"38,73%",Paris,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Bioingénierie, alimentation et ingénierie biomédicale ; ingénierie informatique ; ingénierie de l'environnement ; génie industriel ; matériaux, métallurgie, ingénierie des polymères : génie géologique : génie logiciel ; ingénierie des mathématiques appliquées ; ingénierie électrique et de l'électronique ; génie mécanique ; robotique",289,29,50
0,  EPITA - Kremlin-Bicêtre ,Maximale,"14,4","8,9","31,90%","0,52%",8,8,"8,80%",102,56 semaines,Bonne,98,53,11851,"6,84%",TOEIC: 800 ,Obligatoire et conditionnant l'obtention du diplôme,"4,5 mois",3 mois,"5,09%","5,82%",1,"0,40%",Non présent dans les classements internationnaux,plus de 40000 €,"19,47%","0,00%","0,00%","0,59%","1,77%","14,11%","44,71%","0,00%","0,00%","0,00%","0,59%","1,18%","24,12%","1,77%","11,18%",611,448,80,66,"11,00%",5,"14,4",15,"14,2",16,"14,6",97%,"3,00%",0%,1,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Moyenne,10448,"18,30%",Oui,"10,77%","Le Kremlin-Bicêtre, Villejuif, Lyon, Toulouse, Rennes, Strasbourg",0,Privé,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie des systèmes d'information ; ingénierie informatique,409,158,24
0,  ICAM ,Maximale,"14,49","12,44","59,40%","0,89%",38,1,"54,10%",1155,50 semaines,Correcte,176,104,15822,"13,00%",Cambridge : 160 ; TOEIC : 785 ; BULATS : 60,Obligatoire pour les élèves ingénieurs et validé par une certification externe,6 mois,3 mois,"9,63%","16,36%","4,2","2,52%",Non présent dans les classements internationnaux,32500-36500 €,"10,11%","25,98%","12,60%","5,12%","1,18%","1,18%","9,06%","5,11%","6,69%","0,39%","1,97%","0,39%","0,00%","24,02%","6,29%",794,290,8,130,"30,00%",45,"13,7",58,"13,2",16,"13,7",87%,"9,00%",3%,12,2,3,Pas de bac STAV,15,Excellente,7100,"26,20%",Oui,"17,77%","Lille, La Roche-sur-Yon, Nantes, Toulouse, Sénart, Vannes",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)","Généraliste, génie physique et sciences de l'ingénieur ; ingénieur manager",796,97,25
