,Ecole,  Durée d'habilitation CTI ,  Moyenne au bac des intégrés ,  Nombre d'élèves par enseignant ,  Part d'enseignants-chercheurs ,  Pourcentage de diplômés poursuivant en thèse ,  Nombre de doctorants (y compris cotutelles) ,  Nombre d'enseignants HDR ,  Part d'élèves en alternance ,  Nombre total d'alternants ,  Durée des stages en entreprise* ,  Politique de chaires industrielles ,  Forums entreprises (+ de 250 salariés) ,  Forums entreprises (réseau PME) ,  Nombre d'anciens sur LinkedIn ,  Pourcentage d'étudiants étrangers ,  Niveau d'anglais exigé ,  Deuxième langue étrangère ,  Durée minimale à l'étranger (hors apprentissage) ,  Durée minimale à l'étranger pour les apprentis ,  Diplômés ayant passé plus d'un semestre à l'étranger en échange académique ,  Diplômés ayant passé plus d'un semestre à l'étranger en stage ,  Élèves par accord de double diplôme international ,  Pourcentage de double diplômés internationaux ,  Réputation internationale ,  Salaire à la sortie ,  Diplômés en poste à l'étranger ,"  Industrie automobile, aéronautique, navale et ferroviaire ","  BTP, construction ",  Énergie ,"  Institutions financières, banque, assurance ",  Industrie des technologies de l'information ,  Technologie de l'information (services) ,  Industrie chimique ou pharmaceutique ,  Industrie agroalimentaire ,"  Agriculture, sylviculture, pêche ",  Transports ,"  Fonction publique, enseignement, recherche ","  Sociétés de conseil, bureaux d’études ",  Autres secteurs industriels ,  Autres secteurs non industriels ,  Cycle prépa intégrée - Nombre d'intégrés à bac ,  Cycle ingénieur - Nombre d'intégrés issus de prépa intégrée ou d'une prépa commune sans distinction géographique ,  Cycle ingénieur - Nombre d'intégrés issus de CPGE ,  Cycle ingénieur - Nombre d'intégrés issus d'admissions parallèles ,  Part d'intégrés via les admissions parallèles ,  Nombre d'intégrés issus de BTS et ATS ,  Moyenne au bac des intégrés issus de BTS et ATS ,  Nombre d'intégrés issus de DUT ,  Moyenne au bac des intégrés issus de DUT ,  Nombre d'intégrés issus de l'université ,  Moyenne au bac des intégrés issus de l'université ,  Proportion de bacheliers S ,  Proportion de bacheliers STI2D ,  Proportion autres bacheliers ,  Nombre de bacheliers ES ,  Nombre de bacheliers L ,  Nombre de bacheliers STL ,  Nombre de bacheliers STAV ,  Nombre d'intégrés issus d'autres bacs ,  Ouverture à de nouveaux publics ,  Frais de scolarité par an ,  Boursiers nationaux ,  Présence sur Parcoursup ,  Part d'étudiantes ,  Villes d'implantation de l'école ,  Élèves rémunérés pendant leurs études ,  Statut de l'école ,  Ministère de tutelle ,  Spécialités proposées ,  Taille des promos en cycle ingénieur ,  Budget BDE et associations par élève ,  Nombre de disciplines sportives 
0,  École Polytechnique - Palaiseau ,Maximale,"17,93","5,86","86,70%","32,77%",423,240,"0,00%",0,56 semaines,Excellente,110,79,39871,"23,47%",TOEIC : 890,Obligatoire pour les élèves ingénieurs et validé par une certification externe,3 mois,,"38,01%","32,77%","4,6","32,58%",Shanghai : 301-400 (comue )|QS : 61 (Nom propre )|THE : 87 (Nom propre )|Webometrics : 18 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"28,29%","9,00%","2,00%","8,00%","14,50%","31,00%","2,00%","3,00%","0,00%","0,50%","3,00%","2,50%","16,00%","7,00%","1,50%",Pas de prépa intégrée,Pas de prépa intégrée,395,30,"7,06%",0,NC,0,NC,30,"17,8",100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,0,"0,00%",Non,"17,97%",Palaiseau ,898,Public,Ministère des Armées (tutelle indirecte via la DGA),"Ingénierie généraliste, génie physique et sciences de l’ingénieur ; bio-ingénierie, agroalimentaire et génie biomédical ; chimie, biochimie et biologie moléculaire ; génie civil ; énergie ; génie de l'environnement ; génie électrique et électronique ; mathématiques ; génie mécanique ; informatique ; ingénierie des systèmes ; ingénieur manager ; logiciel ; systèmes d'information",545,150,16
0,  Télécom Paris ,Maximale,"17,22","3,98","92,30%","18,37%",211,91,"0,00%",0,28 semaines,Excellente,122,68,17162,"31,55%",TOEFL ITP : 564 ; TOEFL IbT : 85 ; TOEIC : 870,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,3 mois,,"4,63%","11,58%","4,8","36,68%",Shanghai : 301-401 (ComUE )|THE : 201-250 (Nom propre )|Webometrics : 155 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"33,72%","6,00%","0,00%","0,00%","13,00%","26,00%","22,00%","0,00%","0,00%","0,00%","0,00%","15,00%","9,00%","0,00%","9,00%",Pas de prépa intégrée,Pas de prépa intégrée,145,116,"44,44%",0,NC,17,"15,2",23,"16,1",96%,"4,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,2650,"21,80%",Non,"19,07%","Palaiseau, Sophia-Antipolis",0,Public,Ministère de l’Économie et des Finances,Ingénierie informatique,243,198,12
0,  CentraleSupélec ,Maximale,"17,67","11,13","82,20%","9,7%",384,176,"5,10%",141,29 semaines,Excellente,176,84,49046,"19,92%",IELTS : C1+,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,6 mois,"0,59%","24,34%","6,1","18,17%",Shanghai : 14 (Univ )|QS : 305 (ComUE )|THE : 501-600 (Nom propre )|Webometrics : 35 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"19,4%","9,27%","1,77%","9,92%","15,23%","9,27%","16,78%","2,87%","1,10%","0,22%","2,21%","1,99%","9,71%","8,16%","11,48%",Pas de prépa intégrée,Pas de prépa intégrée,793,160,"16,79%",0,NC,8,15,1,"16,8",99%,"1,00%",0%,1,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,3500,"21,70%",Non,"22,13%","Gif-sur-Yvette, Rennes, Metz",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation et Ministère de l'Economie et des Finances",Généraliste,1146,15,27
0,  École centrale - Nantes ,Maximale,"16,69","9,8","88,30%","9,72%",229,86,"17,60%",215,49 semaines,Excellente,140,70,13994,"23,72%",TOEIC : 850,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,3 mois,"2,02%","85,14%","4,6","53,45%",THE : 401-500 (Nom propre )|Webometrics : 86 (Nom propre )|Classement Shanghai Thématique,36500-40000 €,"22,22%","4,10%","2,10%","5,50%","6,90%","2,10%","21,20%","2,10%","0,70%","0,00%","2,10%","3,50%","36,30%","6,90%","6,50%",Pas de prépa intégrée,Pas de prépa intégrée,241,105,"30,35%",18,"13,1",54,"14,5",15,"15,7",97%,"3,00%",0%,1,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2500,"26,00%",Non,"24,09%",Nantes,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Génie civil ; généraliste, génie physique et sciences de l'ingénieur ; génie mécanique",533,56,26
0,  École des ponts ParisTech - Marne-la-vallée ,Maximale,"17,89","5,26","82,20%","12,14%",461,108,"0,00%",0,33 semaines,Excellente,137,59,14850,"28,09%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,2 mois,,"15,14%","43,82%",2,"8,76%",QS : 242 (Nom propre )|THE : 251-300 (Nom propre )|Webometrics : 101 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"28,13%","0,00%","30,00%","4,00%","14,00%","1,33%","13,33%","0,00%","0,00%","0,00%","3,33%","4,00%","8,00%","22,00%","0,00%",Pas de prépa intégrée,Pas de prépa intégrée,194,2,"1,00%",0,NC,0,NC,2,18,98%,"0,00%",2%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,4,Moyenne,3090,"0,00%",Non,"28,63%",Marne la Vallée ,0,Public,Ministère de la Transition Ecologique et Solidaire ,Génie civil ; aménagement urbain ; transport ; génie mécanique ; économie ; informatique ; mathématiques appliquées,305,104,14
0,  École des mines ParisTech ,Maximale,"17,76","3,69","100,00%","18,75%",383,132,"7,80%",54,32 semaines,Très bonne,144,75,15597,"10,87%",TOEFL : 100 ; IELTS : 7,Obligatoire pour les élèves ingénieurs et validé par une certification externe,6 mois,2 mois,"43,31%","64,17%",1,"8,27%",Shanghai : 36 (Univ )|QS : 52 (Univ )|THE : 46 (Univ )|Webometrics : 154 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"17,52%","2,01%","1,51%","10,05%","3,02%","5,53%","4,52%","2,51%","0,00%","0,00%","3,02%","3,52%","10,05%","1,50%","52,76%",Pas de prépa intégrée,Pas de prépa intégrée,0,17,"100,00%",0,NC,10,NC,0,NC,NC,NC,NC,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,3500,"20,20%",Non,"26,21%","Paris, Fontainebleau, Sophia Antipolis",0,Public,Ministère de l'Économie et des Finances,"Ingénierie électromécanique ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie de l'environnement",261,NC,24
0,  IMT Atlantique ,Maximale,"16,75","4,59","94,30%","6,35%",273,113,"28,90%",278,31 semaines,Excellente,167,80,13935,"20,64%","TOEFL : 570 ; IELTS : 6,5",Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,2 mois,"1,32%","3,95%","2,6","18,88%",THE : 351-400 (Nom propre )|Webometrics : 50 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"10,51%","4,00%","1,00%","7,30%","8,30%","10,00%","35,50%","2,00%","1,00%","0,00%","2,00%","1,50%","16,00%","4,30%","7,10%",Pas de prépa intégrée,Pas de prépa intégrée,261,99,"27,50%",0,NC,75,"14,9",21,"15,5",97%,"2,00%",1%,2,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Forte,"2616,666667","27,00%",Non,"20,56%","Nantes, Brest, Rennes",1400,Public,Ministère industrie et des communications électroniques,"Généraliste, génie physique et sciences de l'ingénieur ; génie industriel ; génie logiciel ; ingénierie informatique ; ingénierie des systèmes d'information",404,95,35
0,  École centrale - Lyon ,Maximale,"17,39","7,47","86,40%","9,43%",266,59,"7,70%",86,37 semaines,Très bonne,98,30,15117,"15,34%",TOEFL : 590,Obligatoire,6 mois,2 mois,"18,32%","1,53%","5,8","33,33%",THE : 801-1000 (Nom propre )|Webometrics : 59 (Nom propre )|Classement Shanghai Thématique,36500-40000 €,"16,52%","12,10%","4,80%","15,80%","4,80%","4,80%","4,80%","3,00%","2,40%","0,00%","2,40%","3,00%","24,80%","11,50%","5,40%",Pas de prépa intégrée,Pas de prépa intégrée,334,107,"24,26%",0,NC,0,NC,25,"16,4",99%,"1,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2500,"18,70%",Non,"22,68%",Écully ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Généraliste, génie physique et sciences de l'ingénieur",441,36,28
0,  ENSTA Paris ,Maximale,"17,67","8,23","95,60%","20,65%",137,142,"3,40%",18,36 semaines,Très bonne,130,74,6516,"28,61%",TOEIC : 850,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"11,83%","22,58%","5,8","29,57%",Shanghai : 301-401 (ComUE )|Webometrics : 94 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"20,61%","14,63%","3,66%","17,07%","6,10%","26,83%","0,00%","1,22%","0,00%","0,00%","0,00%","1,22%","15,85%","6,10%","7,32%",Pas de prépa intégrée,Pas de prépa intégrée,185,34,"16,00%",0,NC,0,NC,10,"16,1",98%,"2,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2650,"34,25%",Non,"27,40%",Palaiseau ,0,Public,Ministère des Armées (tutelle indirecte via la DGA),"Généraliste, génie physique et sciences de l'ingénieur ; ingénierie numérique",247,84,18
0,  INSA Lyon ,Maximale,"17,41","6,5","77,60%","7,54%",524,210,"29,30%",835,28 semaines,Excellente,149,54,44142,"20,13%",TOEIC : 785,Optionnel,3 mois,2 mois,"14,21%","3,08%","5,6","10,81%",QS : 541-550 (Nom propre )|THE : 601-800 (Nom propre )|Webometrics : 29 (Nom propre )|Classement Shanghai Thématique,32500-36500 €,"13,93%","9,58%","12,40%","9,42%","1,09%","4,71%","21,66%","5,97%","1,41%","0,31%","3,14%","2,04%","0,00%","18,52%","9,74%",781,835,83,138,"13,00%",1,15,105,"15,5",3,18,81%,"3,00%",16%,Pas de bac ES,Pas de bac L,6,Pas de bac STAV,174,Forte,601,"29,30%",Oui,"37,47%","Villeurbanne, Oyonnax",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie aéronautique et spatiale ; génie biologique ; génie civil ; ingénierie électrique et de l'électronique ; génie environnemental ; génie industriel ; ingénierie des systèmes d'information ; matériaux, métallurgie et ingénierie des polymères ; ingénierie de construction ; ingénierie éléctromécanique ; biochimie et biotechnologies ; bioinformatique et modélisation ; génie mécanique ; ingénierie des systèmes",1192,53,34
0,  ISAE-SUPAERO - Toulouse ,Maximale,"17,48","8,41","90,80%","11,63%",233,82,"14,80%",127,26 semaines,Excellente,78,23,10897,"15,06%",TOEFL : 580,Obligatoire pour les élèves ingénieurs et validé par une certification externe,6 mois,,"12,96%","27,78%","2,5","31,48%",THE : 401-500 (Univ )|Webometrics : 129 (Nom propre ),plus de 40000 €,"21,62%","60,57%","0,00%","4,00%","5,71%","0,57%","8,00%","0,57%","1,14%","0,00%","1,14%","9,14%","6,29%","1,71%","1,14%",Pas de prépa intégrée,Pas de prépa intégrée,215,0,"0,00%",0,NC,NC,NC,0,NC,NC,NC,NC,NC,NC,NC,NC,NC,Forte,2800,"23,20%",Non,"17,34%",Toulouse,0,Public,Ministère des Armées (tutelle indirecte via la DGA),"Ingénierie aéronautique et spatiale ; généraliste, génie physique et sciences de l'ingénieur",336,442,38
0,  École des mines - Saint-Étienne ,Maximale,"17,25","3,91","91,10%","16,90%",196,93,"0,20%",1,54 semaines,Très bonne,129,54,12140,"18,84%",TOEIC : 800,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,6 mois,"13,13%","17,97%","3,7","19,82%",THE : 601-800 (Nom propre )|Webometrics : 167 (Nom propre ),36500-40000 €,"21,95%","9,00%","1,00%","13,00%","11,00%","28,00%","0,00%","6,00%","0,00%","0,00%","0,00%","3,00%","18,00%","3,00%","8,00%",Pas de prépa intégrée,Pas de prépa intégrée,223,1,"0,45%",0,NC,0,NC,1,15,97%,"2,00%",0%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Moyenne,2650,"0,90%",Non,"24,91%","Saint-Étienne, Gardanne",0,Public,Ministère de l'Économie et des Finances,Ingénierie de l'environnement ; génie industriel ; ingénierie nucléaire et radiologique ; génie logiciel ; ingénierie électrique ; ingénierie électronique et informatique ; ingénierie de production ; sciences et ingénierie,264,55,48
0,  École centrale - Lille ,Maximale,"17,36","10,73","79,10%","9,33%",185,55,"2,90%",19,44 semaines,Très bonne,81,7,13704,"28,06%",TOEIC : 820,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,,"0,00%","39,12%","2,9","20,27%",Webometrics : 93 (Nom propre ),36500-40000 €,"35,29%","18,00%","3,00%","5,00%","9,00%","2,00%","10,00%","2,00%","0,00%","0,00%","3,00%","0,00%","28,00%","6,00%","14,00%",Pas de prépa intégrée,Pas de prépa intégrée,234,22,"8,59%",3,"13,7",0,NC,8,"16,3",99%,"1,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2500,"25,30%",Non,"24,70%",Villeneuve-d'Ascq,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénieur manager ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie des systèmes d'information ; génie industriel",308,136,13
0,  ENSEEIHT - INP Toulouse ,Maximale,"16,3","7,08","92,30%","19,16%",290,73,"20,60%",237,40 semaines,Non concerné,97,55,13609,"21,49%",TOEIC : 810,Obligatoire et conditionnant l'obtention du diplôme,4 mois,4 mois,"6,27%","8,19%","3,4","12,30%",THE : 401-500 (Univ )|Webometrics : 84 (Univ )|Classement Shanghai Thématique,36500-40000 €,"8,76%","12,40%","2,48%","5,78%","1,65%","4,13%","32,64%","0,00%","0,41%","0,00%","0,83%","1,24%","28,10%","9,92%","0,41%",Pas de prépa intégrée,47,311,198,"36,00%",0,NC,105,15,8,"14,5",98%,"2,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"32,00%",Non,"19,78%",Toulouse ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie informatique ; ingénierie électrique et de l'électronique ; ingénierie de l'environnement ; ingénierie électromécanique ; ingénierie des télécommunications ; ingénierie mécanique et hydraulique,489,20,35
0,  École des mines - Nancy ,Maximale,"16,76","8,86","83,80%","15,84%",135,29,"11,20%",62,44 semaines,Bonne,153,57,7676,"21,58%",ESOL : FCE BEC Vantage ; TOEIC : 850 ; TOEFL : 101,Obligatoire pour les élèves ingénieurs et validé par une certification externe,"6,5 mois",3 mois,"30,36%","30,80%","4,3","25,94%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,36500-40000 €,"32,22%","8,11%","4,50%","14,41%","5,41%","4,50%","15,32%","0,90%","2,70%","0,00%","0,90%","4,50%","32,43%","5,40%","0,90%",Pas de prépa intégrée,Pas de prépa intégrée,140,92,"40,00%",11,"17,2",56,"16,9",3,16,91%,"5,00%",4%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,8,Forte,2500,"28,00%",Non,"24,40%","Nancy, Saint-Dié-des-Vosges",200,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Généraliste, génie physique et sciences de l'ingénieur ; génie industriel ; matériaux, métallurgie, ingénierie des polymères",236,233,200
0,  ENSAE Paris ,Maximale,"17,6","8,33","100,00%","16,39%",67,83,"2,00%",9,28 semaines,Excellente,155,53,6850,"16,18%",TOEIC : 785 ; TOEFL IBT : 87 ; TOEFL ITP : 54,Obligatoire mais ne conditionnant pas l'obtention du diplôme,1 mois,,"0,00%","10,79%",3,"11,51%",Shanghai : 301-400 (ComUE )|Webometrics : 143 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"14,04%","0,00%","0,00%","1,96%","41,18%","0,00%","5,88%","0,00%","0,00%","0,00%","0,00%","17,64%","23,53%","1,96%","7,84%",Pas de prépa intégrée,Pas de prépa intégrée,104,10,"9,00%",0,NC,0,NC,9,17,96%,"0,00%",4%,4,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,1850,"24,51%",Non,"27,64%",Palaiseau ,0,Public,Ministère de l’Économie et des Finances,"Statistique, science des données, économie, économétrie, finance, actuariat",183,79,15
0,  Arts et Métiers Sciences et Technologies ,Maximale,"15,66","13,56","60,60%","4,33%",297,83,"24,60%",1102,28 semaines,Excellente,166,118,58155,"12,64%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,2 mois,2 mois,"3,61%","0,98%","11,9","28,73%",THE : 601-800 (ComUE )|Webometrics : 98 (Nom propre )|Classement Shanghai Thématique,36500-40000 €,"15,56%","19,05%","12,55%","9,31%","3,46%","1,08%","9,74%","2,59%","1,95%","0,43%","2,16%","1,08%","11,47%","18,62%","6,49%",Pas de prépa intégrée,Pas de prépa intégrée,924,437,"32,00%",110,13,265,"13,8",52,"14,2",91%,"7,00%",2%,4,Pas de bac L,Pas de bac STL,1,17,Forte,601,"24,80%",Oui,"16,18%","Paris, Aix-en-Provence, Angers, Bordeaux, Châlons-en-Champagne, Cluny, Lille, Metz, Chambéry",1687,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Génie civil ; ingénierie électrique et électronique ; ingénierie électromécanique ; ingénierie de l'environnement ; généraliste, génie physique et sciences de l'ingénieur ; génie industriel ; génie énergétique ; ingénierie mécanique et énergétique ; génie mécanique",1708,11,21
0,  UTC - Compiègne ,Maximale,"17,1","10,77","91,80%","5,86%",247,106,"6,40%",148,52 semaines,Excellente,111,23,29522,"14,15%","TOEIC : 785 ; BULATS : 60 ; TOEFL IBT : 87 ; FCE : 160 ; CEA : 160 ; IELTS : 5,5",Optionnel,6 mois,6 mois,"6,78%","1,36%",5,"7,02%",THE : 801-1000 (Nom propre )|Webometrics : 40 (Nom propre ),32500-36500 €,"16,32%","17,84%","6,86%","3,33%","1,37%","2,74%","11,76%","8,24%","4,90%","0,00%","1,18%","1,76%","14,31%","13,13%","12,55%",426,429,136,243,"30,00%",7,"14,2",128,"15,3",26,"16,4",96%,"2,00%",2%,4,Pas de bac L,6,Pas de bac STAV,2,Forte,601,"28,80%",Oui,"37,60%",Compiègne ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Bioingénierie, alimentation et ingénierie biomédicale ; ingénierie informatique ; ingénierie biologique ; ingénierie chimique ; génie mécanique ; génie des systèmes urbains",919,44,22
0,  Grenoble INP - Ensimag ,Maximale,"16,33","13,15","95,60%","10,20%",253,68,"10,60%",73,28 semaines,Moyenne,92,122,8059,"22,60%",TOEIC : 785,Optionnel,2 mois,1 mois,"2,78%","18,98%",3,"15,82%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 351-400 (Univ )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,36500-40000 €,"13,54%","7,69%","0,00%","2,56%","16,66%","16,66%","32,05%","1,28%","0,00%","0,00%","1,28%","1,28%","6,41%","5,12%","8,96%",Pas de prépa intégrée,26,171,93,"32,00%",0,NC,41,"14,8",27,"15,9",99%,"0,00%",1%,1,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Forte,601,"39,80%",Non,"16,44%",Saint-Martin-d'Hères ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie informatique ; généraliste, génie physique et sciences de l'ingénieur",298,78,34
0,  Grenoble INP - Phelma ,Maximale,"16,46","11,42","89,80%","27,44%",396,114,"5,90%",61,34 semaines,Moyenne,81,107,5716,"16,30%",Linguaskill : 160,Optionnel,2 mois,1 mois,"0,79%","18,59%",7,"25,00%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 351-400 (Univ )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,36500-40000 €,"11,21%","5,47%","0,78%","8,59%","3,90%","12,51%","15,63%","2,34%","0,00%","0,00%","0,00%","1,56%","8,59%","28,90%","11,72%",Pas de prépa intégrée,44,265,112,"27,00%",0,NC,55,"15,1",9,"16,3",98%,"1,00%",1%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,3,Forte,601,"30,00%",Non,"24,25%",Grenoble ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie électrique et de l'électronique ; généraliste, génie physique et sciences de l'ingénieur",411,69,34
0,  Télécom SudParis - Evry ,Maximale,"16,68","6,28","97,20%","5,16%",110,84,"12,40%",70,28 semaines,Excellente,113,119,5921,"16,81%",TOEIC : 785,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,3 mois,2 mois,"7,63%","8,05%","3,7","10,19%",Shanghai : 301-401 (ComUE )|THE : 501-600 (Nom propre )|Webometrics : 87 (Nom propre )|Classement Shanghai Thématique,plus de 40000 €,"11,19%","1,00%","1,00%","1,00%","1,00%","11,00%","45,00%","0,00%","0,00%","0,00%","1,00%","0,00%","19,00%","12,00%","8,00%",Pas de prépa intégrée,Pas de prépa intégrée,181,24,"11,71%",0,NC,23,"13,6",1,NC,97%,"3,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2650,"32,70%",Non,"22,42%","Évry, Palaiseau",0,Public,Ministère de l’Économie et des Finances,"Ingénierie informatique, électronique, des systèmes d'information, ingénierie optique et génie logiciel ; informatique, réseaux, optique",226,28,19
0,  AgroParisTech ,Maximale,"17,16","5,46","87,40%","10,29%",333,70,"10,40%",115,4 semaines,Excellente,43,35,15074,"5,37%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,"2,5 mois","0,77%","49,49%",0,"1,13%",Shanghai : 14 (Univ )|QS : 305 (Univ )|THE : 178 (Univ )|Webometrics : 42 (Nom propre )|Classement Shanghai Thématique,32500-36500 €,"8,33%","0,00%","0,56%","1,12%","3,35%","0,00%","1,12%","3,36%","12,85%","15,08%","0,00%","23,47%","26,82%","1,68%","10,61%",Pas de prépa intégrée,Pas de prépa intégrée,269,90,"25,00%",31,"14,1",22,"15,7",37,"15,8",94%,"0,00%",5%,3,Pas de bac L,9,3,8,Forte,1681,"23,10%",Non,"64,22%","Paris, Massy, Nancy, Montpellier, Grignon, Clermont-Ferrand",0,Public,Ministère de l'Agriculture et de l'Alimentation,"Agriculture, forêt et génie des biosystèmes ; bioingénierie, alimentation et ingénierie biomédicale",391,121,22
0,  ECPM - Strasbourg ,Maximale,"16,87","5,5","90,30%","34,43%",187,29,"3,30%",9,38 semaines,Correcte,143,42,2682,"19,36%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,4 mois,,"18,18%","39,77%","2,5","12,50%",Shanghai : 101-150 (Univ )|QS : 398 (Univ )|THE : 501-600 (Univ )|Webometrics : 156 (Nom propre )|Classement Shanghai Thématique,32500-36500 €,"22,00%","0,00%","0,00%","5,56%","0,00%","0,00%","0,00%","44,45%","0,00%","0,00%","0,00%","11,11%","5,56%","27,78%","5,56%",47,29,47,59,"44,00%",3,"14,3",14,"15,6",12,"15,4",97%,"0,00%",3%,Pas de bac ES,Pas de bac L,4,Pas de bac STAV,Pas d'autres bacs,Forte,601,"31,10%",Non,"61,05%",Strasbourg ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules ; matériaux, métallurgie, ingénierie des polymères",114,36,80
0,  UTT - Troyes ,Maximale,"16,08","10,46","76,80%","4,26%",188,63,"14,10%",193,52 semaines,Bonne,87,38,15679,"17,29%",BULATS : 70 ; TOEIC : 850 ; TOEFL : 100 ; IELTS : 5.5,Obligatoire et conditionnant l'obtention du diplôme,6 mois,3 mois,"3,38%","0,00%","2,5","10,89%",Webometrics : 78 (Nom propre ),36500-40000 €,"15,47%","13,78%","1,60%","1,60%","3,21%","5,12%","31,73%","2,24%","3,53%","0,32%","1,92%","1,60%","20,83%","8,66%","3,84%",272,332,66,227,"36,00%",0,NC,156,"13,8",14,"14,8",94%,"4,00%",2%,7,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Forte,601,"32,00%",Oui,"21,86%",Troyes ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie informatique ; ingénierie électromécanique ; génie industriel ; ingénierie des systèmes d'information ; matériaux, métallurgie, ingénierie des polymères ; ingénierie électrique et de l'électronique ; génie logiciel : ingénierie des systèmes ; Réseaux et télécommunications",572,8,45
